Unit_Id,Is_Unit_Ambiguous,Is_Unit_State_Finalized,Trusted_Judgements,Last_Judgement_Date,Judgement_Remarks,Patient_Relation_Type,Percent_Patient_Relation_Type,Chemical_Id,Chemical_Name,Disease_Id,Disease_Name,Form_Sentence,Sentence_Id,Relation_Pair_Id,Patient_Relation_Type_Verification,Patient_Relation_Type_Verification_Reason
770957138,false,true,5,2015-08-15T01:03:00,,Indirect,0.4119,D017953,isocyanates,D001249,asthma,Animal studies have suggested that skin exposure to isocyanates may be an important risk factor for respiratory sensitization leading to asthma.,10642416_2,10642416_D017953_D001249,,
770957139,false,true,5,2015-08-15T01:02:00,,No Relation,1,D013256,steroids,D006177,structural damage,"Following steroids and hydroxyurea administration, the lesions on MRI disappeared, suggesting that the pathogenetic mechanism was reversible and did not cause significant structural damage.",10646028_2,10646028_D013256_D006177,,
770957140,false,true,5,2015-08-14T23:56:00,,No Relation,1,D006918,hydroxyurea,D006177,structural damage,"Following steroids and hydroxyurea administration, the lesions on MRI disappeared, suggesting that the pathogenetic mechanism was reversible and did not cause significant structural damage.",10646028_2,10646028_D006918_D006177,,
770957141,false,true,5,2015-08-15T02:31:00,,No Relation,1,C071315,Ramosetron,D020250,postoperative nausea and vomiting,Ramosetron for preventing postoperative nausea and vomiting in women undergoing gynecological surgery.,10648342_0,10648342_C071315_D020250,,
770957142,false,true,5,2015-08-14T23:43:00,,No Relation,1,C071315,ramosetron,D020250,PONV/prevention of postoperative nausea and vomiting,"In a prospective, randomized, double-blinded, placebo-controlled trial, we evaluated the efficacy of ramosetron at three different doses (0.15, 0.3, and 0.6 mg) for the prevention of postoperative nausea and vomiting (PONV) after gynecological surgery.",10648342_1,10648342_C071315_D020250,,
770957143,false,true,5,2015-08-14T20:53:00,,No Relation,1,C071315,ramosetron,D020250,PONV,"In conclusion, ramosetron 0.3 mg is an effective antiemetic for preventing PONV during 0-48 h after anesthesia in female patients undergoing gynecological surgery.",10648342_8,10648342_C071315_D020250,,
770957144,false,true,5,2015-08-15T01:54:00,,No Relation,1,C071315,ramosetron,D020250,postoperative nausea and vomiting,"This randomized, double-blinded, placebo-controlled trial in 120 women found the effective dose of ramosetron for preventing postoperative nausea and vomiting after gynecological surgery to be 0.3 mg.",10648342_10,10648342_C071315_D020250,,
770957145,false,true,5,2015-08-14T21:00:00,,No Relation,1,D000305,corticosteroids,D001249,bronchial asthma,Study of fluticasone propionate efficacy in the treatment of patients with bronchial asthma not controlled by other inhaled corticosteroids.,10660975_0,10660975_D000305_D001249,,
770957146,false,true,5,2015-08-15T00:00:00,,No Relation,1,C065382,fluticasone propionate,D001249,bronchial asthma,Study of fluticasone propionate efficacy in the treatment of patients with bronchial asthma not controlled by other inhaled corticosteroids.,10660975_0,10660975_C065382_D001249,,
770957147,false,true,5,2015-08-14T23:26:00,,No Relation,0.8156,D000305,corticosteroids,D001249,bronchial asthma/BA,"The aim of the study was to test the fluticasone propionate (FP) efficacy in the treatment of patients with bronchial asthma (BA), not controlled by high doses (more than 1 mg) of other inhaled corticosteroids.",10660975_1,10660975_D000305_D001249,,
770957148,false,true,5,2015-08-14T20:57:00,,No Relation,1,C065382,fluticasone propionate,D001249,bronchial asthma/BA,"The aim of the study was to test the fluticasone propionate (FP) efficacy in the treatment of patients with bronchial asthma (BA), not controlled by high doses (more than 1 mg) of other inhaled corticosteroids.",10660975_1,10660975_C065382_D001249,,
770957149,false,true,5,2015-08-15T01:31:00,,No Relation,1,D000305,corticosteroids,D001249,BA,Our results demonstrate improved efficacy of FP vs high doses of other inhaled corticosteroids in the treatment of moderate persistent and severe forms of BA.,10660975_14,10660975_D000305_D001249,,
770957150,false,true,5,2015-08-14T21:00:00,,No Relation,0.598,D002110,Caffeine,D007040,hypoventilation,"Caffeine can affect velocity in the middle cerebral artery during hyperventilation, hypoventilation, and thinking: a transcranial Doppler study.",10666980_0,10666980_D002110_D007040,,
770957151,false,true,5,2015-08-15T01:04:00,,No Relation,1,D002110,caffeine,D007040,hypoventilation,"Time-course analyses showed that VMCA (1) followed a triphasic pattern to increase over baselines during hypoventilation regardless of caffeine condition, (2) slowed below baselines during hyperventilation (with the degree of slowing attenuated under caffeine), and (3) increased over baselines during all cognitive activities (ranges 3.8-6.9%).",10666980_5,10666980_D002110_D007040,,
770957152,false,true,5,2015-08-15T01:03:00,,No Relation,1,D000242,cAMP,D020335,hypotonic challenge,"A hypotonic challenge, but not cAMP stimulation, was found to induce release of ATP measured by the luciferin-luciferase assay from both the murine mammary carcinoma cell line C127i and C127 cells stably transfected with the cDNA for human cystic fibrosis transmembrane conductance regulator (CFTR) protein (C127/CFTR).",10673540_2,10673540_D000242_D020335,,
770957153,false,true,5,2015-08-14T22:03:00,,No Relation,1,D000242,cAMP,D002277,carcinoma,"A hypotonic challenge, but not cAMP stimulation, was found to induce release of ATP measured by the luciferin-luciferase assay from both the murine mammary carcinoma cell line C127i and C127 cells stably transfected with the cDNA for human cystic fibrosis transmembrane conductance regulator (CFTR) protein (C127/CFTR).",10673540_2,10673540_D000242_D002277,,
770957154,false,true,5,2015-08-15T00:25:00,,No Relation,0.8065,D000255,ATP,D020335,hypotonic challenge,"A hypotonic challenge, but not cAMP stimulation, was found to induce release of ATP measured by the luciferin-luciferase assay from both the murine mammary carcinoma cell line C127i and C127 cells stably transfected with the cDNA for human cystic fibrosis transmembrane conductance regulator (CFTR) protein (C127/CFTR).",10673540_2,10673540_D000255_D020335,,
770957155,false,true,5,2015-08-15T02:03:00,,No Relation,1,D000255,ATP,D002277,carcinoma,"A hypotonic challenge, but not cAMP stimulation, was found to induce release of ATP measured by the luciferin-luciferase assay from both the murine mammary carcinoma cell line C127i and C127 cells stably transfected with the cDNA for human cystic fibrosis transmembrane conductance regulator (CFTR) protein (C127/CFTR).",10673540_2,10673540_D000255_D002277,,
770957156,false,true,5,2015-08-14T20:56:00,,No Relation,1,D000255,ATP,D020335,hypotonic,CFTR expression augmented swelling-induced ATP release by 10-20 times under hypotonic conditions (< or = 80 % osmolality).,10673540_3,10673540_D000255_D020335,,
770957157,false,true,5,2015-08-14T21:51:00,,No Relation,1,D020849,Raloxifene,D014082,Fracture,"Two randomized, double-blind, placebo-controlled trials in 11 US clinical research centers for the Fracture Intervention Trial and 180 centers in the United States and other countries for the Multiple Outcomes of Raloxifene Evaluation Trial.",10714731_4,10714731_D020849_D014082,,
770957158,false,true,5,2015-08-15T02:26:00,,No Relation,1,D020849,Raloxifene/raloxifene hydrochloride,D014082,Fracture,"Postmenopausal women with low BMD assigned to treatment with 5 mg/d of alendronate sodium in the Fracture intervention Trial who completed 2 years of BMD monitoring and adhered to study medication (n = 2634), and postmenopausal women with osteoporosis assigned to treatment with 60 or 120 mg/d of raloxifene hydrochloride in the Multiple Outcomes of Raloxifene Evaluation trial who similarly completed 2 years of monitoring while adhering to study medication (n = 3954).",10714731_5,10714731_D020849_D014082,,
770957159,false,true,5,2015-08-15T02:09:00,,No Relation,1,D020849,Raloxifene/raloxifene hydrochloride,D010024,BMD/osteoporosis,"Postmenopausal women with low BMD assigned to treatment with 5 mg/d of alendronate sodium in the Fracture intervention Trial who completed 2 years of BMD monitoring and adhered to study medication (n = 2634), and postmenopausal women with osteoporosis assigned to treatment with 60 or 120 mg/d of raloxifene hydrochloride in the Multiple Outcomes of Raloxifene Evaluation trial who similarly completed 2 years of monitoring while adhering to study medication (n = 3954).",10714731_5,10714731_D020849_D010024,,
770957160,false,true,5,2015-08-15T02:01:00,,No Relation,1,D019386,alendronate sodium,D010024,BMD/osteoporosis,"Postmenopausal women with low BMD assigned to treatment with 5 mg/d of alendronate sodium in the Fracture intervention Trial who completed 2 years of BMD monitoring and adhered to study medication (n = 2634), and postmenopausal women with osteoporosis assigned to treatment with 60 or 120 mg/d of raloxifene hydrochloride in the Multiple Outcomes of Raloxifene Evaluation trial who similarly completed 2 years of monitoring while adhering to study medication (n = 3954).",10714731_5,10714731_D019386_D010024,,
770957161,false,true,5,2015-08-15T01:44:00,,No Relation,1,D019386,alendronate sodium,D014082,Fracture,"Postmenopausal women with low BMD assigned to treatment with 5 mg/d of alendronate sodium in the Fracture intervention Trial who completed 2 years of BMD monitoring and adhered to study medication (n = 2634), and postmenopausal women with osteoporosis assigned to treatment with 60 or 120 mg/d of raloxifene hydrochloride in the Multiple Outcomes of Raloxifene Evaluation trial who similarly completed 2 years of monitoring while adhering to study medication (n = 3954).",10714731_5,10714731_D019386_D014082,,
770957162,false,true,5,2015-08-14T20:56:00,,No Relation,0.5971,D019386,alendronate,D010024,BMD,"Specifically, among women taking alendronate whose hip BMD decreased by more than 4% during the first year, 83% (95% confidence interval [CI], 82%-84%)had increases in hip BMD during the second year, with an overall mean increase of 4.7%.",10714731_8,10714731_D019386_D010024,,
770957163,false,true,5,2015-08-15T00:58:00,,No Relation,0.789,D020849,raloxifene,D010024,BMD,Our data suggest that most women who lose BMD during the first year of treatment with alendronate or raloxifene will gain BMD if the same treatment is continued for a second year.,10714731_11,10714731_D020849_D010024,,
770957164,false,true,5,2015-08-15T00:27:00,,No Relation,0.8064,D019386,alendronate,D010024,BMD,Our data suggest that most women who lose BMD during the first year of treatment with alendronate or raloxifene will gain BMD if the same treatment is continued for a second year.,10714731_11,10714731_D019386_D010024,,
770957165,false,true,5,2015-08-15T01:49:00,,Direct,1,D005472,5-fluorouracil,D007767,excessive lacrimation,Ocular side effects of systemic 5-fluorouracil therapy include excessive lacrimation which often resolves on cessation of therapy.,10726804_1,10726804_D005472_D007767,,
770957166,false,true,5,2015-08-14T20:57:00,,Direct,1,D005472,5-fluorouracil,D003251,stenosis,Severe stenosis of puncta and canaliculi may be associated with prolonged systemic 5-fluorouracil therapy.,10726804_5,10726804_D005472_D003251,,
770957167,false,true,5,2015-08-14T22:20:00,,Direct,1,D005472,5-fluorouracil,D064420,ocular toxicity,It is important for both the oncologist and ophthalmologist to be aware of the potential ocular toxicity of 5-fluorouracil.,10726804_6,10726804_D005472_D064420,,
770957168,false,true,5,2015-08-14T20:56:00,,No Relation,1,D002857,Cr,D009369,tumor,"In our improved model, tumor angiogenesis is determined by measuring the blood volume in an area of skin held in contact with a tumor cell-containing chamber, using 51Cr-labeled red blood cells (RBC).",10757446_2,10757446_D002857_D009369,,
770957169,false,true,5,2015-08-14T21:23:00,,No Relation,1,D002857,Cr,D016510,angiogenesis,"In our improved model, tumor angiogenesis is determined by measuring the blood volume in an area of skin held in contact with a tumor cell-containing chamber, using 51Cr-labeled red blood cells (RBC).",10757446_2,10757446_D002857_D016510,,
770957170,false,true,5,2015-08-15T01:47:00,,No Relation,1,C005066,borrelidin,D016510,angiogenesis,"Using the improved model, it was confirmed that TNP-470, a well-known inhibitor, and borrelidin, an antibiotic from Streptomyces rochei, significantly inhibited the WiDr cell-induced angiogenesis.",10757446_6,10757446_C005066_D016510,,
770957171,false,true,5,2015-08-14T22:24:00,,No Relation,0.7891,C005066,Borrelidin,D016510,angiogenesis,Borrelidin also inhibited spontaneous lung metastasis of B16-BL6 melanoma at the same dose that inhibited angiogenesis.,10757446_7,10757446_C005066_D016510,,
770957172,false,true,5,2015-08-15T01:46:00,,No Relation,0.8037,C005066,Borrelidin,D008545,melanoma,Borrelidin also inhibited spontaneous lung metastasis of B16-BL6 melanoma at the same dose that inhibited angiogenesis.,10757446_7,10757446_C005066_D008545,,
770957173,false,true,5,2015-08-14T20:55:00,,No Relation,0.8019,D020123,rapamycin,C580075,AML,"While inhibition of p70S6-kinase with rapamycin did not increase drug-induced apoptosis, PI3-kinase inhibition resulted in notable dephosphorylation of PKB, suggesting that the PI3-kinase/PKB survival pathway may play a major role in chemoresistance in AML.",10764145_6,10764145_D020123_C580075,,
770957174,false,true,5,2015-08-14T20:57:00,,No Relation,1,C014347,5-azadeoxycytidine/5-aza-dC,D011218,PWS,"Furthermore, treatment of PWS cells with the DNA methyltransferase inhibitor 5-azadeoxycytidine (5-aza-dC) induced demethylation of the SNURF-SNRPN CpG island and restoration of gene expression on the maternal allele.",10775525_4,10775525_C014347_D011218,,
770957175,false,true,5,2015-08-15T00:26:00,,No Relation,1,D059808,polyphenols,D009369,Cancer,Cancer chemoprevention by tea polyphenols.,10786933_0,10786933_D059808_D009369,,
770957176,false,true,5,2015-08-14T23:22:00,'Against' being the key term.,No Relation,0.7879,D059808,polyphenol,D063646,carcinogenesis,The inhibitory effects of tea against carcinogenesis have been attributed to the biologic activities of the polyphenol fraction in tea.,10786933_3,10786933_D059808_D063646,,
770957177,false,true,5,2015-08-14T23:18:00,,No Relation,1,D059808,polyphenols,D009369,tumor,This review summarizes experimental data on chemopreventive effects of tea polyphenols in various tumor bioassay systems.,10786933_4,10786933_D059808_D009369,,
770957178,false,true,5,2015-08-14T20:57:00,,No Relation,1,C045651,(-)-epigallocatechin-3-gallate/EGCG,D063646,carcinogenesis,"Many laboratory studies have demonstrated the inhibitory effects of green tea polyphenols, especially (-)-epigallocatechin-3-gallate (EGCG), on carcinogenesis in animals models.",10786933_5,10786933_C045651_D063646,,
770957179,false,true,5,2015-08-14T22:42:00,,No Relation,1,D059808,polyphenols,D063646,carcinogenesis,"Many laboratory studies have demonstrated the inhibitory effects of green tea polyphenols, especially (-)-epigallocatechin-3-gallate (EGCG), on carcinogenesis in animals models.",10786933_5,10786933_D059808_D063646,,
770957180,false,true,5,2015-08-14T20:53:00,,No Relation,0.8133,D059808,polyphenols,D009369,skin tumor,"The majority of these studies have been conducted in mouse skin tumor models, where tea polyphenols were used either as oral feeding in drinking water or in direct local application.",10786933_6,10786933_D059808_D009369,,
770957181,false,true,5,2015-08-15T01:46:00,,No Relation,0.8241,D059808,polyphenols,D009369,tumor,Most studies used 12-O-tetradecanoylphorbol-13-acetate (TPA) or ultraviolet (UV) radiation as the tumor promoter and found anticarcinogenic effects caused by green tea polyphenols.,10786933_7,10786933_D059808_D009369,,
770957182,false,true,5,2015-08-14T23:33:00,,No Relation,0.7967,C554292|D013755,12-O-tetradecanoylphorbol-13-acetate/TPA,D009369,tumor,Most studies used 12-O-tetradecanoylphorbol-13-acetate (TPA) or ultraviolet (UV) radiation as the tumor promoter and found anticarcinogenic effects caused by green tea polyphenols.,10786933_7,10786933_C554292|D013755_D009369,,
770957183,false,true,5,2015-08-14T20:54:00,,No Relation,1,D002110,Caffeine,D063646,tumorigenesis,Caffeine in tea was also important for tea to prevent tumorigenesis.,10786933_10,10786933_D002110_D063646,,
770957184,false,true,5,2015-08-14T20:57:00,,No Relation,0.6,D059808,polyphenols,D009369,cancer,The molecular mechanisms of the cancer chemopreventive effects of tea polyphenols are not completely understood.,10786933_11,10786933_D059808_D009369,,
770957185,false,true,5,2015-08-14T22:20:00,,No Relation,0.6086,D059808,polyphenols,D009369,tumor,"They are most likely related to the mechanisms of biochemical actions of tea polyphenols, which include antioxidative activities, modulation of xenobiotic metabolite enzymes and inhibition of tumor promotion.",10786933_12,10786933_D059808_D009369,,
770957186,false,true,5,2015-08-14T23:46:00,,No Relation,0.8044,D059808,polyphenols,D009369,cancer,"In addition, we have also proposed that tea polyphenols function as cancer chemopreventive agents through modulation of mitotic signal transduction.",10786933_13,10786933_D059808_D009369,,
770957187,false,true,5,2015-08-15T02:22:00,,No Relation,1,D005472,5-fluorouracil,D003108,colon carcinoma,"Relation between thymidylate synthase expression and survival in colon carcinoma, and determination of appropriate application of 5-fluorouracil by immunohistochemical method.",10791849_0,10791849_D005472_D003108,,
770957188,false,true,5,2015-08-15T01:35:00,,No Relation,1,D005472,5-FU/5-fluorouracil,D015179,colorectal carcinoma,Thymidylate synthase (TS) is regarded as a parameter of 5-fluorouracil (5-FU) chemosensitivity for colorectal carcinoma.,10791849_1,10791849_D005472_D015179,,
770957189,false,true,5,2015-08-15T00:52:00,,No Relation,1,D005472,5-FU/5-fluorouracil,D020159,Thymidylate synthase/TS,Thymidylate synthase (TS) is regarded as a parameter of 5-fluorouracil (5-FU) chemosensitivity for colorectal carcinoma.,10791849_1,10791849_D005472_D020159,,
770957190,false,true,5,2015-08-14T21:56:00,,No Relation,1,D005472,5-FU,D015179,colorectal carcinoma,Recent researchers indicate that the chemosensitivity of 5-FU for colorectal carcinoma with low expression of TS is better than tumors with high expression of TS.,10791849_2,10791849_D005472_D015179,,
770957191,false,true,5,2015-08-15T01:17:00,,No Relation,1,D005472,5-FU,D009369,tumors,Recent researchers indicate that the chemosensitivity of 5-FU for colorectal carcinoma with low expression of TS is better than tumors with high expression of TS.,10791849_2,10791849_D005472_D009369,,
770957192,false,true,5,2015-08-15T02:57:00,,No Relation,0.808,D005472,5-FU,D020159,TS,Recent researchers indicate that the chemosensitivity of 5-FU for colorectal carcinoma with low expression of TS is better than tumors with high expression of TS.,10791849_2,10791849_D005472_D020159,,
770957193,false,true,5,2015-08-14T23:38:00,Used as treatment.,No Relation,1,D005472,5-FU,D003108,colon carcinoma,"TS, itself, may be a prognostic factor for colon carcinoma; and 5-FU adjuvant chemotherapy may be appropriate for colon carcinoma with high expression of TS.",10791849_11,10791849_D005472_D003108,,
770957194,false,true,5,2015-08-14T23:24:00,,No Relation,1,D005472,5-FU,D020159,TS,"TS, itself, may be a prognostic factor for colon carcinoma; and 5-FU adjuvant chemotherapy may be appropriate for colon carcinoma with high expression of TS.",10791849_11,10791849_D005472_D020159,,
770957195,false,true,5,2015-08-14T21:00:00,,No Relation,1,D013256,steroids,D001987,bronchiectasis,Inhaled steroids for bronchiectasis.,10796575_0,10796575_D013256_D001987,,
770957196,false,true,5,2015-08-14T23:03:00,,No Relation,1,D000305,corticosteroid,D001987,bronchiectasis,The Cochrane Airways Group RCT register and Cochrane Controlled Clinical Trials Register were searched using the following search terms; bronchiectasis AND [corticosteroid* OR beclomethasone OR budesonide OR fluticasone OR triamcinolone OR flunisolide].,10796575_4,10796575_D000305_D001987,,
770957197,false,true,5,2015-08-14T21:24:00,,No Relation,1,C065382,fluticasone,D001987,bronchiectasis,The Cochrane Airways Group RCT register and Cochrane Controlled Clinical Trials Register were searched using the following search terms; bronchiectasis AND [corticosteroid* OR beclomethasone OR budesonide OR fluticasone OR triamcinolone OR flunisolide].,10796575_4,10796575_C065382_D001987,,
770957198,false,true,5,2015-08-14T20:51:00,,No Relation,1,D014221,triamcinolone,D001987,bronchiectasis,The Cochrane Airways Group RCT register and Cochrane Controlled Clinical Trials Register were searched using the following search terms; bronchiectasis AND [corticosteroid* OR beclomethasone OR budesonide OR fluticasone OR triamcinolone OR flunisolide].,10796575_4,10796575_D014221_D001987,,
770957199,false,true,5,2015-08-15T00:43:00,,No Relation,1,C007734,flunisolide,D001987,bronchiectasis,The Cochrane Airways Group RCT register and Cochrane Controlled Clinical Trials Register were searched using the following search terms; bronchiectasis AND [corticosteroid* OR beclomethasone OR budesonide OR fluticasone OR triamcinolone OR flunisolide].,10796575_4,10796575_C007734_D001987,,
770957200,false,true,5,2015-08-14T20:55:00,,No Relation,1,D000305,corticosteroids,D001987,bronchiectasis,"In bronchiectasis, regular use of inhaled corticosteroids may improve lung function.",10796575_14,10796575_D000305_D001987,,
770957201,false,true,5,2015-08-15T00:54:00,,Direct,0.8233,D000305,corticosteroids,D002386,cataract,Risk of cataract among users of intranasal corticosteroids.,10808171_0,10808171_D000305_D002386,,
770957202,false,true,5,2015-08-14T23:53:00,,Direct,1,D000305,corticosteroid/corticosteroids,D002386,cataract,"Oral corticosteroid users are at increased risk of cataract, but the risk among intranasal corticosteroids users is unknown.",10808171_1,10808171_D000305_D002386,,
770957203,false,true,5,2015-08-14T23:57:00,It's 'intranasal steroids' and not just 'Steroids',No Relation,0.6194,D013256,steroids,D002386,cataract,Our purpose was to describe the risk of cataract among users of intranasal steroids.,10808171_2,10808171_D013256_D002386,,
770957204,false,true,5,2015-08-14T20:57:00,,Direct,0.6114,D013256,steroids,D002386,cataract,A retrospective observational cohort study of cataract incidence was conducted among users of oral and intranasal steroids identified from the United Kingdom-based General Practice Research Database with a nested case-control analysis to control for confounding factors.,10808171_3,10808171_D013256_D002386,,
770957205,false,true,5,2015-08-14T21:03:00,,No Relation,0.8256,D000305,corticosteroids,D002386,cataract,The incidence rate of cataract (1.0/1000 person-years) among users of intranasal corticosteroids was similar to the incidence rate among nonusers.,10808171_8,10808171_D000305_D002386,,
770957206,false,true,5,2015-08-14T21:47:00,,Direct,1,D000305,corticosteroid,D002386,cataract,"However, oral corticosteroid users were at higher risk of cataract (2.2/1000 person-years).",10808171_9,10808171_D000305_D002386,,
770957207,false,true,5,2015-08-14T21:48:00,,No Relation,1,D000305,corticosteroids,D002386,Cataract,Cataract risk did not increase with the number of prior prescriptions for intranasal corticosteroids.,10808171_11,10808171_D000305_D002386,,
770957208,false,true,5,2015-08-15T00:27:00,,No Relation,1,D000305,corticosteroids,D002386,cataracts,The use of intranasal corticosteroids was not associated with an increased risk of cataracts in this study population.,10808171_12,10808171_D000305_D002386,,
770957209,false,true,5,2015-08-14T23:49:00,,No Relation,0.5956,D014443,tyrosine,D003929,diabetes,"Expression of pancreatic islet MHC class I, insulin, and ICA 512 tyrosine phosphatase in low-dose streptozotocin-induced diabetes in mice.",10820150_0,10820150_D014443_D003929,,
770957210,false,true,5,2015-08-14T21:06:00,,Direct,0.8054,D013311,streptozotocin,D003929,diabetes,"Expression of pancreatic islet MHC class I, insulin, and ICA 512 tyrosine phosphatase in low-dose streptozotocin-induced diabetes in mice.",10820150_0,10820150_D013311_D003929,,
770957211,false,true,5,2015-08-14T22:39:00,,Direct,0.6053,D013311,streptozotocin,D003920,diabetes mellitus,Activated immune cells contribute to the development of diabetes mellitus in multiple low-dose streptozotocin-treated mice.,10820150_1,10820150_D013311_D003920,,
770957212,false,true,5,2015-08-14T20:53:00,,No Relation,0.7983,D004967,oestrogen,D009369,breast cancer,Effect of transforming growth factor beta 2 on oestrogen metabolism in the MCF-7 breast cancer cell line.,10823131_0,10823131_D004967_D009369,,
770957213,false,true,5,2015-08-15T01:32:00,,Direct,0.6079,D004967,oestrogens,D009369,breast cancer,"In addition, oestrogens play an important role in breast cancer development, and oestrone sulphate (E1S) might be the main source of active oestrogens in the breast.",10823131_3,10823131_D004967_D009369,,
770957214,false,true,5,2015-08-15T00:55:00,,Direct,0.402,C017296,oestrone sulphate,D009369,breast cancer,"In addition, oestrogens play an important role in breast cancer development, and oestrone sulphate (E1S) might be the main source of active oestrogens in the breast.",10823131_3,10823131_C017296_D009369,,
770957215,false,true,5,2015-08-15T02:07:00,,No Relation,1,D004967,oestrogen,D009369,breast cancer,The aim of this study was to assess the effect of TGF-beta 2 on oestrogen synthesis in an attempt to understand the mechanism by which TGF-beta 2 may exert a protective effect in breast cancer.,10823131_4,10823131_D004967_D009369,,
770957216,false,true,5,2015-08-14T23:16:00,,Direct,0.5712,D004967,oestrogens,D009369,breast cancer,"In conclusion, TGF-beta 2 might exert a protective role in breast cancer by reducing the amount of active oestrogens present in the breast.",10823131_7,10823131_D004967_D009369,,
770957217,false,true,5,2015-08-14T20:47:00,,No Relation,1,C076029,olanzapine,D012559,schizophrenia,Differential efficacy of olanzapine for deficit and nondeficit negative symptoms in schizophrenia.,10831481_0,10831481_C076029_D012559,,
770957218,false,true,5,2015-08-15T01:16:00,,No Relation,1,C076029,olanzapine,D009461,deficit syndrome,The authors examined the effects of olanzapine on primary and secondary negative symptoms for patients with severe negative symptoms who did or did not have the deficit syndrome.,10831481_3,10831481_C076029_D009461,,
770957219,false,true,5,2015-08-15T01:19:00,,No Relation,1,C076029,olanzapine,D009461,deficit syndrome,"Thirty-nine outpatients with schizophrenia and severe negative symptoms were assessed for the presence of the deficit syndrome and entered into a 12-week, open-label study of olanzapine.",10831481_4,10831481_C076029_D009461,,
770957220,false,true,5,2015-08-14T21:00:00,,No Relation,1,C076029,olanzapine,D012559,schizophrenia,"Thirty-nine outpatients with schizophrenia and severe negative symptoms were assessed for the presence of the deficit syndrome and entered into a 12-week, open-label study of olanzapine.",10831481_4,10831481_C076029_D012559,,
770957221,false,true,5,2015-08-14T22:02:00,,No Relation,0.8076,C076029,olanzapine,D012559,schizophrenia,The results of this study suggest that olanzapine is efficacious for secondary negative symptoms in schizophrenia but fail to support the contention that olanzapine has a direct beneficial effect on primary negative symptoms.,10831481_9,10831481_C076029_D012559,,
770957222,false,true,5,2015-08-15T00:20:00,,No Relation,0.7928,D020888,vigabatrin,D004827,epilepsy,Visual impairment in children with epilepsy treated with vigabatrin.,10894216_0,10894216_D020888_D004827,,
770957223,false,true,5,2015-08-15T00:54:00,,No Relation,0.5941,D020888,vigabatrin,D006311,Visual impairment,Visual impairment in children with epilepsy treated with vigabatrin.,10894216_0,10894216_D020888_D006311,,
770957224,false,true,5,2015-08-14T20:47:00,,No Relation,0.7957,D020888,Vigabatrin,D012640,seizures,Vigabatrin is an anti-epileptic drug particularly useful for drug-resistant partial seizures and infantile spasms.,10894216_1,10894216_D020888_D012640,,
770957225,false,true,5,2015-08-14T21:24:00,,No Relation,1,D020888,Vigabatrin,D004827,epileptic,Vigabatrin is an anti-epileptic drug particularly useful for drug-resistant partial seizures and infantile spasms.,10894216_1,10894216_D020888_D004827,,
770957226,false,true,5,2015-08-15T02:15:00,,No Relation,1,D020888,Vigabatrin,D013035,spasms,Vigabatrin is an anti-epileptic drug particularly useful for drug-resistant partial seizures and infantile spasms.,10894216_1,10894216_D020888_D013035,,
770957227,false,true,5,2015-08-14T23:14:00,,Direct,0.6074,D020888,vigabatrin,D006311,visual field constriction/VFC,"Recently, vigabatrin-induced visual field constriction (VFC) and abnormal ocular electrophysiological studies were reported.",10894216_2,10894216_D020888_D006311,,
770957228,false,true,5,2015-08-14T20:53:00,,Direct,0.8214,D020888,vigabatrin,D006311,VFC,"In summary, over half of the children treated with vigabatrin demonstrated VFC or abnormal ocular electrophysiological studies.",10894216_9,10894216_D020888_D006311,,
770957229,false,true,5,2015-08-15T01:45:00,,Direct,0.579,D020888,vigabatrin,D064420,toxicity,Perimetry seemed to be the most sensitive modality for identifying vigabatrin toxicity.,10894216_10,10894216_D020888_D064420,,
770957230,false,true,5,2015-08-15T00:02:00,,No Relation,0.5964,D020888,vigabatrin,D012640,seizures,"Although the incidence of vigabatrin-induced VFC is worrisome, in the context of intractable seizures or infantile spasms, therapeutic benefits must be weighed against risks.",10894216_12,10894216_D020888_D012640,,
770957231,false,true,5,2015-08-14T21:00:00,,Direct,0.6106,D020888,vigabatrin,D006311,VFC,"Although the incidence of vigabatrin-induced VFC is worrisome, in the context of intractable seizures or infantile spasms, therapeutic benefits must be weighed against risks.",10894216_12,10894216_D020888_D006311,,
770957232,false,true,5,2015-08-15T01:51:00,,No Relation,0.6194,D020888,vigabatrin,D013035,spasms,"Although the incidence of vigabatrin-induced VFC is worrisome, in the context of intractable seizures or infantile spasms, therapeutic benefits must be weighed against risks.",10894216_12,10894216_D020888_D013035,,
770957233,false,true,5,2015-08-15T02:42:00,,No Relation,0.805,D010622,PCP,D010623,PCP,Primary or secondary P. carinii pneumonia prophylaxis was discontinued in 43 patients: 1 first episode of PCP occurred after 2 months but no other episode was recorded after a median follow-up of 16 months.,10896967_6,10896967_D010622_D010623,,
770957234,false,true,5,2015-08-14T23:03:00,,No Relation,1,D010622,PCP,D011014,pneumonia,Primary or secondary P. carinii pneumonia prophylaxis was discontinued in 43 patients: 1 first episode of PCP occurred after 2 months but no other episode was recorded after a median follow-up of 16 months.,10896967_6,10896967_D010622_D011014,,
